Linux 3.11.0-17-generic (axle) 	11/11/14 	_x86_64_	(64 CPU)

02:26:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
02:27:20        all     19.43      0.00      3.56      0.11      0.00     76.89
02:28:20        all     20.45      0.00      2.82      0.01      0.00     76.72
02:29:20        all     20.54      0.00      2.81      0.09      0.00     76.56
02:30:20        all     20.11      0.00      3.05      0.06      0.00     76.78
02:31:20        all     20.31      0.00      2.49      0.01      0.00     77.19
02:32:20        all     20.42      0.00      2.19      0.01      0.00     77.38
02:33:20        all     20.58      0.00      2.21      0.01      0.00     77.20
02:34:20        all     20.61      0.00      2.40      0.01      0.00     76.98
02:35:20        all     20.50      0.00      2.24      0.05      0.00     77.21
02:36:20        all     20.69      0.00      2.21      0.02      0.00     77.09
02:37:20        all     20.35      0.00      2.23      0.02      0.00     77.40
02:38:20        all     20.58      0.00      2.05      0.01      0.00     77.37
02:39:20        all     21.27      0.00      1.69      0.06      0.00     76.98
02:40:20        all     21.51      0.00      1.53      0.02      0.00     76.94
02:41:20        all     21.69      0.00      1.41      0.06      0.00     76.84
02:42:20        all     21.90      0.00      1.34      0.06      0.00     76.69
02:43:20        all     22.10      0.00      1.33      0.06      0.00     76.51
02:44:20        all     22.01      0.00      1.57      0.02      0.00     76.41
02:45:20        all     21.25      0.00      0.92      0.00      0.00     77.82
02:46:20        all     20.90      0.00      1.08      0.00      0.00     78.02
02:47:20        all     21.14      0.00      0.85      0.00      0.00     78.01
02:48:20        all     21.03      0.00      0.88      0.00      0.00     78.09
02:49:20        all     21.12      0.00      0.81      0.00      0.00     78.07
02:50:20        all     21.04      0.00      0.79      0.00      0.00     78.18
02:51:20        all     21.31      0.00      0.64      0.00      0.00     78.05
02:52:20        all     21.22      0.00      0.72      0.00      0.00     78.05
02:53:20        all     21.18      0.00      0.73      0.00      0.00     78.09
02:54:20        all     21.11      0.00      0.89      0.00      0.00     78.00
02:55:20        all     21.53      0.00      0.46      0.00      0.00     78.01
02:56:20        all     21.70      0.00      0.27      0.00      0.00     78.03
02:57:20        all     21.73      0.00      0.24      0.00      0.00     78.03
02:58:20        all     21.74      0.00      0.23      0.00      0.00     78.02
02:59:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:00:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:01:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:02:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:03:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:04:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:05:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:06:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:07:20        all     21.73      0.00      0.24      0.00      0.00     78.03
03:08:20        all     21.74      0.00      0.25      0.00      0.00     78.01
03:09:20        all     21.75      0.00      0.24      0.00      0.00     78.01
03:10:20        all     21.75      0.00      0.25      0.00      0.00     78.01
03:11:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:12:20        all     21.73      0.00      0.24      0.00      0.00     78.03
03:13:20        all     21.74      0.00      0.25      0.00      0.00     78.02
03:14:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:15:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:16:20        all     21.74      0.00      0.23      0.00      0.00     78.03
03:17:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:18:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:19:20        all     21.75      0.00      0.22      0.00      0.00     78.03
03:20:20        all     21.74      0.00      0.24      0.00      0.00     78.03
03:21:20        all     21.75      0.00      0.23      0.00      0.00     78.03
03:22:20        all     21.74      0.00      0.26      0.00      0.00     78.01
03:23:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:24:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:25:20        all     21.74      0.00      0.25      0.00      0.00     78.01
03:26:20        all     21.75      0.00      0.24      0.00      0.00     78.01
03:27:20        all     21.74      0.00      0.25      0.00      0.00     78.01
03:28:20        all     21.73      0.00      0.25      0.00      0.00     78.02
03:29:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:30:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:31:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:32:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:33:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:34:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:35:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:36:20        all     21.74      0.00      0.24      0.00      0.00     78.02
03:37:20        all     21.75      0.00      0.22      0.00      0.00     78.02
03:38:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:39:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:40:20        all     21.73      0.00      0.24      0.00      0.00     78.02
03:41:20        all     21.75      0.00      0.23      0.00      0.00     78.02
03:42:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:43:20        all     21.74      0.00      0.23      0.00      0.00     78.02
03:44:20        all     21.74      0.00      0.25      0.00      0.00     78.01
03:45:20        all     21.74      0.00      0.26      0.00      0.00     78.00
03:46:20        all     21.74      0.00      0.26      0.00      0.00     78.00
03:47:20        all     21.68      0.00      0.26      0.00      0.00     78.05
03:48:20        all     21.74      0.00      0.26      0.00      0.00     78.00
